"COMPLICATION_ID","PROVIDER_ID","HOSPITAL_NAME","ADDRESS","CITY","STATE","ZIP_CODE","COUNTY","PHONE_NUMBER","MEASURE_NAME","MEASURE_ID","COMPARED_TO_NATIONAL","DENOMINATOR","SCORE","LOWER_ESTIMATE","HIGHER_ESTIMATE","FOOTNOTE","MEASURE_START_DT","MEASURE_END_DT"
2980,"50008",CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVE",SAN FRANCISCO,CA,"94117",SAN FRANCISCO,"4156006000",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"1906","0.37","0.06","0.69",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2983,"50008",CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVE",SAN FRANCISCO,CA,"94117",SAN FRANCISCO,"4156006000",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"1","0.61","1.4",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2984,"50009",QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST",NAPA,CA,"94558",NAPA,"7072524411",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"281","2.9","1.8","4.4",,2012-04-01 00:00:00.000,2023-08-29 19:24:48.000
2985,"50009",QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST",NAPA,CA,"94558",NAPA,"7072524411",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"1435","3.11","0.01","6.2",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2986,"50009",QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST",NAPA,CA,"94558",NAPA,"7072524411",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"109","12.09","4.79","19.39",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2987,"50009",QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST",NAPA,CA,"94558",NAPA,"7072524411",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"129","2.66","0.42","4.89",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2988,"50009",QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST",NAPA,CA,"94558",NAPA,"7072524411",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"5374","2.31","1.38","3.23",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2989,"50009",QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST",NAPA,CA,"94558",NAPA,"7072524411",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"1452","0.18","0","1.1",,2013-07-01 00:00:00.000,2023-08-29 19:24:50.000
2990,"50009",QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST",NAPA,CA,"94558",NAPA,"7072524411",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"56","121.43","73.39","169.48",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2991,"50009",QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST",NAPA,CA,"94558",NAPA,"7072524411",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"5144","0.51","0.23","0.8",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3002,"50013",ST HELENA HOSPITAL,"10 WOODLAND ROAD",SAINT HELENA,CA,"94574",NAPA,"7079633611",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"4016","0.57","0.28","0.85",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3017,"50014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",AMADOR,"2092237500",Serious complications,PSI_90_SAFETY,Worse than the National Rate,Not Available,"1.32","0.94","1.71",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2994,"50009",QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST",NAPA,CA,"94558",NAPA,"7072524411",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"1.01","0.7","1.31",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2995,"50013",ST HELENA HOSPITAL,"10 WOODLAND ROAD",SAINT HELENA,CA,"94574",NAPA,"7079633611",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"1320","2.4","1.7","3.2",,2012-04-01 00:00:00.000,2023-08-29 19:24:51.000
2996,"50013",ST HELENA HOSPITAL,"10 WOODLAND ROAD",SAINT HELENA,CA,"94574",NAPA,"7079633611",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"2410","3.44","0.84","6.05",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2997,"50013",ST HELENA HOSPITAL,"10 WOODLAND ROAD",SAINT HELENA,CA,"94574",NAPA,"7079633611",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"220","14.21","7.35","21.06",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2998,"50013",ST HELENA HOSPITAL,"10 WOODLAND ROAD",SAINT HELENA,CA,"94574",NAPA,"7079633611",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"98","2.67","0.43","4.92",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2999,"50013",ST HELENA HOSPITAL,"10 WOODLAND ROAD",SAINT HELENA,CA,"94574",NAPA,"7079633611",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Worse than the National Rate,"4601","2.92","2.11","3.73",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3000,"50013",ST HELENA HOSPITAL,"10 WOODLAND ROAD",SAINT HELENA,CA,"94574",NAPA,"7079633611",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"670","0.25","0","1.34",,2013-07-01 00:00:00.000,2023-08-29 19:24:51.000
3001,"50013",ST HELENA HOSPITAL,"10 WOODLAND ROAD",SAINT HELENA,CA,"94574",NAPA,"7079633611",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"81","104.99","60.36","149.63",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3018,"50017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",SACRAMENTO,"9164534545",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"203","4.2","2.7","6.3",,2012-04-01 00:00:00.000,2023-08-29 19:24:53.000
3005,"50013",ST HELENA HOSPITAL,"10 WOODLAND ROAD",SAINT HELENA,CA,"94574",NAPA,"7079633611",Serious complications,PSI_90_SAFETY,Worse than the National Rate,Not Available,"1.19","0.91","1.46",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3006,"50014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",AMADOR,"2092237500",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"55","3","1.8","5.1",,2012-04-01 00:00:00.000,2023-08-29 19:24:52.000
3007,"50014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",AMADOR,"2092237500",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"431","5.63","1.46","9.8",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3008,"50014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",AMADOR,"2092237500",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"34","11.27","3.17","19.37",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3009,"50014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",AMADOR,"2092237500",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"95","2.18","0","4.44",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3010,"50014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",AMADOR,"2092237500",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Worse than the National Rate,"2341","3.14","2.04","4.25",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3011,"50014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",AMADOR,"2092237500",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"640","0.27","0","1.41",,2013-07-01 00:00:00.000,2023-08-29 19:24:52.000
3012,"50014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",AMADOR,"2092237500",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"30","146.35","96.39","196.31",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3013,"50014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",AMADOR,"2092237500",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"2206","0.48","0.17","0.79",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3019,"50017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",SACRAMENTO,"9164534545",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Worse than the National Rate,"3222","7.98","5.57","10.39",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3015,"50100",SHARP MEMORIAL HOSPITAL,"7901 FROST ST",SAN DIEGO,CA,"92123",SAN DIEGO,"8589393400",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"3092","0.32","0","0.99",,2013-07-01 00:00:00.000,2023-08-29 19:24:53.000
3022,"50017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",SACRAMENTO,"9164534545",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"7971","1.91","1.24","2.57",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3020,"50017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",SACRAMENTO,"9164534545",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"566","12.21","6.53","17.88",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3021,"50017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",SACRAMENTO,"9164534545",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"198","2.07","0","4.28",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3023,"50017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",SACRAMENTO,"9164534545",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"2187","0.13","0","0.9",,2013-07-01 00:00:00.000,2023-08-29 19:24:54.000
3024,"50017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",SACRAMENTO,"9164534545",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"179","129.68","92.08","167.28",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3025,"50017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",SACRAMENTO,"9164534545",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"7416","0.52","0.28","0.76",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3028,"50017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",SACRAMENTO,"9164534545",Serious complications,PSI_90_SAFETY,Worse than the National Rate,Not Available,"1.18","0.95","1.42",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3029,"50018",PACIFIC ALLIANCE MEDICAL CENTER,"531 W COLLEGE ST",LOS ANGELES,CA,"90012",LOS ANGELES,"2136248411",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2012-04-01 00:00:00.000,2023-08-29 19:24:54.000
3030,"50018",PACIFIC ALLIANCE MEDICAL CENTER,"531 W COLLEGE ST",LOS ANGELES,CA,"90012",LOS ANGELES,"2136248411",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"188","4.22","0","8.98",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3031,"50018",PACIFIC ALLIANCE MEDICAL CENTER,"531 W COLLEGE ST",LOS ANGELES,CA,"90012",LOS ANGELES,"2136248411",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3032,"50018",PACIFIC ALLIANCE MEDICAL CENTER,"531 W COLLEGE ST",LOS ANGELES,CA,"90012",LOS ANGELES,"2136248411",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3033,"50018",PACIFIC ALLIANCE MEDICAL CENTER,"531 W COLLEGE ST",LOS ANGELES,CA,"90012",LOS ANGELES,"2136248411",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"1981","1.39","0.07","2.72",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3034,"50018",PACIFIC ALLIANCE MEDICAL CENTER,"531 W COLLEGE ST",LOS ANGELES,CA,"90012",LOS ANGELES,"2136248411",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"576","0.27","0","1.42",,2013-07-01 00:00:00.000,2023-08-29 19:24:54.000
3035,"50018",PACIFIC ALLIANCE MEDICAL CENTER,"531 W COLLEGE ST",LOS ANGELES,CA,"90012",LOS ANGELES,"2136248411",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3036,"50018",PACIFIC ALLIANCE MEDICAL CENTER,"531 W COLLEGE ST",LOS ANGELES,CA,"90012",LOS ANGELES,"2136248411",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"1902","0.38","0.06","0.69",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3047,"50022",RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE",RIVERSIDE,CA,"92501",RIVERSIDE,"9517883000",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"7304","0.34","0.08","0.61",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3039,"50018",PACIFIC ALLIANCE MEDICAL CENTER,"531 W COLLEGE ST",LOS ANGELES,CA,"90012",LOS ANGELES,"2136248411",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.8","0.36","1.25",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3040,"50022",RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE",RIVERSIDE,CA,"92501",RIVERSIDE,"9517883000",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"116","3","1.8","4.8",,2012-04-01 00:00:00.000,2023-08-29 19:24:54.000
3041,"50022",RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE",RIVERSIDE,CA,"92501",RIVERSIDE,"9517883000",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"1903","4.27","1.37","7.17",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3042,"50022",RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE",RIVERSIDE,CA,"92501",RIVERSIDE,"9517883000",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"178","10.49","3.21","17.78",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3043,"50022",RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE",RIVERSIDE,CA,"92501",RIVERSIDE,"9517883000",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"257","1.99","0","4.16",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3044,"50022",RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE",RIVERSIDE,CA,"92501",RIVERSIDE,"9517883000",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"7905","0.9","0.15","1.66",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3045,"50022",RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE",RIVERSIDE,CA,"92501",RIVERSIDE,"9517883000",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"3261","0.3","0","0.94",,2013-07-01 00:00:00.000,2023-08-29 19:24:56.000
3046,"50022",RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE",RIVERSIDE,CA,"92501",RIVERSIDE,"9517883000",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"109","134.92","93.76","176.08",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3061,"50024",PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST",NATIONAL CITY,CA,"91950",SAN DIEGO,"6194704321",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.68","0.28","1.09",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3050,"50022",RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE",RIVERSIDE,CA,"92501",RIVERSIDE,"9517883000",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.68","0.41","0.95",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3051,"50024",PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST",NATIONAL CITY,CA,"91950",SAN DIEGO,"6194704321",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2012-04-01 00:00:00.000,2023-08-29 19:24:56.000
3052,"50024",PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST",NATIONAL CITY,CA,"91950",SAN DIEGO,"6194704321",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"296","4.43","0.07","8.8",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3053,"50024",PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST",NATIONAL CITY,CA,"91950",SAN DIEGO,"6194704321",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3054,"50024",PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST",NATIONAL CITY,CA,"91950",SAN DIEGO,"6194704321",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3055,"50024",PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST",NATIONAL CITY,CA,"91950",SAN DIEGO,"6194704321",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"5628","0.91","0","2.11",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3056,"50024",PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST",NATIONAL CITY,CA,"91950",SAN DIEGO,"6194704321",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"2280","0.18","0","1.1",,2013-07-01 00:00:00.000,2023-08-29 19:24:56.000
3057,"50024",PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST",NATIONAL CITY,CA,"91950",SAN DIEGO,"6194704321",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3058,"50024",PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST",NATIONAL CITY,CA,"91950",SAN DIEGO,"6194704321",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"5524","0.33","0.03","0.62",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3062,"50025",UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,"200 WEST ARBOR DRIVE",SAN DIEGO,CA,"92103",SAN DIEGO,"6195436222",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"471","2.8","1.9","4.1",,2012-04-01 00:00:00.000,2023-08-29 19:24:57.000
3063,"50025",UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,"200 WEST ARBOR DRIVE",SAN DIEGO,CA,"92103",SAN DIEGO,"6195436222",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"4245","6.51","4.58","8.44",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3064,"50025",UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,"200 WEST ARBOR DRIVE",SAN DIEGO,CA,"92103",SAN DIEGO,"6195436222",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"611","8.49","2.94","14.03",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3065,"50025",UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,"200 WEST ARBOR DRIVE",SAN DIEGO,CA,"92103",SAN DIEGO,"6195436222",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"548","1.76","0","3.8",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3066,"50025",UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,"200 WEST ARBOR DRIVE",SAN DIEGO,CA,"92103",SAN DIEGO,"6195436222",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"12113","1.63","1.08","2.19",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3067,"50025",UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,"200 WEST ARBOR DRIVE",SAN DIEGO,CA,"92103",SAN DIEGO,"6195436222",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"4101","0.08","0","0.68",,2013-07-01 00:00:00.000,2023-08-29 19:24:57.000
